
*******************step:      0 ; time =   0.0000E+00
  8.6307E-03  9.5833E-01  9.5368E-01  9.6339E-01  4.1776E-03  1.2659E-04  8.8208E-03  0.0000E+00  0.0000E+00  0.0000E+00  4.1724E-03  1.2619E-04  8.8205E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.2735E-02  8.2542E-04  5.5230E-02  2.5469E-02  1.6508E-03  1.1046E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.3258E-02 -5.5202E-02  4.9679E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0052E+00  1.0046E+00  1.0058E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.8941E-04  5.8618E-06  1.2245E-02  0.0000E+00  0.0000E+00  0.0000E+00
  2.7795E-02  8.7885E-01  8.7370E-01  8.8357E-01  4.1744E-03  1.9081E-04  8.8344E-03  3.3281E-04  1.4395E-05  9.8706E-04  4.1279E-03  6.9375E-05  8.8329E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.4229E-02  1.5081E-03  4.8713E-02  2.8455E-02  3.0158E-03  9.7425E-02  1.9977E-02  7.8925E-04  4.3949E-02  0.0000E+00  0.0000E+00  0.0000E+00  2.0792E-02 -4.8569E-02  3.9895E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0151E+00  1.0146E+00  1.0158E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0575E-03  5.8840E-05  9.6780E-03  3.8121E-07  2.0553E-07  1.7568E-07
  4.9809E-02  8.0352E-01  7.9883E-01  8.0866E-01  4.1595E-03  1.6539E-04  8.6272E-03  6.7537E-04  1.8242E-05  1.9847E-03  4.0270E-03  7.7413E-05  8.6252E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.5473E-02  1.3448E-03  4.5199E-02  3.0940E-02  2.6893E-03  9.0392E-02  2.8090E-02  1.3595E-03  6.7598E-02  0.0000E+00  0.0000E+00  0.0000E+00  1.9961E-02 -4.2942E-02  3.8851E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0246E+00  1.0239E+00  1.0251E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.2830E-03  6.3253E-05  8.4277E-03  9.4515E-07  5.5226E-07  3.9289E-07
  7.5096E-02  7.3614E-01  7.3149E-01  7.4074E-01  4.1510E-03  4.6309E-04  8.0936E-03  1.0433E-03  1.8941E-05  2.8211E-03  3.8736E-03  2.2033E-06  8.0844E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.7149E-02  3.2835E-03  4.6924E-02  3.4292E-02  6.5639E-03  9.3848E-02  3.2441E-02  1.1215E-04  7.5219E-02  0.0000E+00  0.0000E+00  0.0000E+00  2.0293E-02 -4.2087E-02  4.6885E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0330E+00  1.0324E+00  1.0336E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5318E-03  1.0260E-04  9.1404E-03  1.2049E-06  5.6654E-07  6.3835E-07
  1.0414E-01  6.7649E-01  6.7157E-01  6.8138E-01  4.1770E-03  5.3507E-04  7.3801E-03  1.4588E-03  3.3094E-05  3.5610E-03  3.6712E-03  1.1373E-04  7.1985E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.7117E-02  1.0839E-03  5.6482E-02  3.4227E-02  2.1674E-03  1.1296E-01  3.6968E-02  1.1636E-04  9.4393E-02  0.0000E+00  0.0000E+00  0.0000E+00  2.1124E-02 -4.7192E-02  5.6279E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0404E+00  1.0398E+00  1.0411E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.6684E-03  1.2140E-04  1.3529E-02  1.1058E-06  3.9194E-07  7.1384E-07
  1.3751E-01  6.2582E-01  6.2142E-01  6.3120E-01  4.2072E-03  7.0732E-04  6.8419E-03  1.9276E-03  6.6528E-05  4.5063E-03  3.3703E-03  2.5928E-05  6.3170E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.7607E-02  5.4759E-03  4.8424E-02  3.5211E-02  1.0949E-02  9.6846E-02  4.3916E-02  1.2020E-03  1.1903E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9262E-02 -3.9002E-02  4.6207E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0468E+00  1.0461E+00  1.0473E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5816E-03  2.2304E-04  9.6256E-03  1.7717E-06  7.0832E-07  1.0634E-06
  1.7203E-01  5.8954E-01  5.8463E-01  5.9437E-01  4.2119E-03  4.9942E-04  6.6804E-03  2.3903E-03  8.7519E-05  5.6188E-03  2.9863E-03  3.5282E-05  5.9514E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.5766E-02  3.1311E-03  5.0649E-02  3.1532E-02  6.2621E-03  1.0130E-01  5.1438E-02  9.1250E-05  1.1669E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.7108E-02 -3.5801E-02  4.7030E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0513E+00  1.0507E+00  1.0519E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.4071E-03  1.8390E-04  1.0343E-02  2.7976E-06  1.1874E-06  1.6102E-06
  2.0656E-01  5.6298E-01  5.5833E-01  5.6768E-01  4.1810E-03  2.7356E-04  7.4119E-03  2.7060E-03  6.3320E-06  6.7156E-03  2.5461E-03  1.4110E-04  5.1976E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.4795E-02  2.6105E-03  5.7031E-02  2.9589E-02  5.2210E-03  1.1406E-01  5.0028E-02  6.2352E-04  1.3058E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.6450E-02 -3.6236E-02  5.1147E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0546E+00  1.0540E+00  1.0552E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.2689E-03  1.3015E-04  1.3255E-02  3.0857E-06  1.4599E-06  1.6258E-06
  2.4108E-01  5.4483E-01  5.3976E-01  5.4961E-01  4.1643E-03  4.3139E-04  8.0202E-03  2.9465E-03  1.4922E-04  7.4618E-03  2.1036E-03  1.2749E-07  3.9646E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.4097E-02  2.5703E-03  4.6011E-02  2.8194E-02  5.1406E-03  9.2022E-02  4.9665E-02  2.0269E-04  1.4397E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.4127E-02 -2.7417E-02  4.3896E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0569E+00  1.0563E+00  1.0575E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.1828E-03  6.3409E-05  9.2164E-03  3.3312E-06  2.1172E-06  1.2140E-06
  2.7560E-01  5.3139E-01  5.2651E-01  5.3631E-01  4.1803E-03  5.6105E-04  9.0497E-03  3.1202E-03  4.2571E-05  8.7632E-03  1.7699E-03  7.2290E-05  2.6330E-03  1.0000E+00  1.0000E+00  1.0000E+00  1.3008E-02  2.0188E-03  4.0538E-02  2.6015E-02  4.0375E-03  8.1075E-02  5.3139E-02  1.7364E-03  1.3610E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.1291E-02 -3.4298E-02  1.9473E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0586E+00  1.0580E+00  1.0592E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0948E-03  8.9434E-05  7.2694E-03  2.0081E-06  1.2070E-06  8.0108E-07
