        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  5.234375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.354167E+04  1.000000E+00
  5.156250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.458333E+04  1.000000E+00
  5.078125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.562500E+04  1.000000E+00
  5.000000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.666667E+04  1.000000E+00
  4.921875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.770833E+04  1.000000E+00
  4.843750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.875000E+04  1.000000E+00
  4.765625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  6.979167E+04  1.000000E+00
  4.687500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.083333E+04  1.000000E+00
  4.609375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.187500E+04  1.000000E+00
  4.531250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.291667E+04  1.000000E+00
  4.453125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.395833E+04  1.000000E+00
  4.375000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.500000E+04  1.000000E+00
  4.296875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.604167E+04  1.000000E+00
  4.218750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.708333E+04  1.000000E+00
  4.140625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.812500E+04  1.000000E+00
  4.062500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  7.916667E+04  1.000000E+00
  3.984375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.020833E+04  1.000000E+00
  3.906250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.125000E+04  1.000000E+00
  3.828125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.229167E+04  1.000000E+00
  3.750000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.333333E+04  1.000000E+00
  3.671875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.437500E+04  1.000000E+00
  3.593750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.541667E+04  1.000000E+00
  3.515625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.645833E+04  1.000000E+00
  3.437500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.750000E+04  1.000000E+00
  3.359375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.854167E+04  1.000000E+00
  3.281250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  8.958333E+04  1.000000E+00
  3.203125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.062500E+04  1.000000E+00
  3.125000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.166667E+04  1.000000E+00
  3.046875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.270833E+04  1.000000E+00
  2.968750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.375000E+04  1.000000E+00
  2.890625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.479167E+04  1.000000E+00
  2.812500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.583333E+04  1.000000E+00
  2.734375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.687500E+04  1.000000E+00
  2.656250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.791667E+04  1.000000E+00
  2.578125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  9.895833E+04  1.000000E+00
  2.500000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+05  1.000000E+00
  2.421875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.010417E+05  1.000000E+00
  2.343750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.020833E+05  1.000000E+00
  2.265625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.031250E+05  1.000000E+00
  2.187500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.041667E+05  1.000000E+00
  2.109375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.052083E+05  1.000000E+00
  2.031250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.062500E+05  1.000000E+00
  1.953125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.072917E+05  1.000000E+00
  1.875000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.083333E+05  1.000000E+00
  1.796875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.093750E+05  1.000000E+00
  1.718750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.104167E+05  1.000000E+00
  1.640625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.114583E+05  1.000000E+00
  1.562500E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.125000E+05  1.000000E+00
  1.484375E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.135417E+05  1.000000E+00
  1.406250E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.145833E+05  1.000000E+00
  1.328125E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.156250E+05  1.000000E+00
  1.250000E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.166667E+05  1.000000E+00
  1.171875E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.177083E+05  1.000000E+00
  1.093750E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.187500E+05  1.000000E+00
